station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
WYS,2024-07-06 03:55,57.20,33.80,41.13,0.00,0.00,0.00,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KWYS 060355Z AUTO 00000KT 10SM CLR 14/01 A3024 RMK AO2,M
WYS,2024-07-06 04:55,50.00,35.60,57.52,0.00,0.00,0.00,30.25,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,KWYS 060455Z AUTO 00000KT 10SM CLR 10/02 A3025 RMK AO2,M
WYS,2024-07-06 05:55,46.40,35.60,65.83,0.00,0.00,0.00,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,46.40,KWYS 060555Z AUTO 00000KT 10SM CLR 08/02 A3024 RMK AO2,M
WYS,2024-07-06 06:55,44.60,37.40,75.68,0.00,0.00,0.00,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.60,KWYS 060655Z AUTO 00000KT 10SM CLR 07/03 A3024 RMK AO2,M
WYS,2024-07-06 07:55,41.00,37.40,86.89,0.00,0.00,0.00,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.00,KWYS 060755Z AUTO 00000KT 10SM CLR 05/03 A3024 RMK AO2,M
WYS,2024-07-06 08:55,39.20,39.20,100.00,0.00,0.00,0.00,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.20,KWYS 060855Z AUTO 00000KT 10SM CLR 04/04 A3024 RMK AO2,M
WYS,2024-07-06 09:55,37.40,37.40,100.00,0.00,0.00,0.00,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.40,KWYS 060955Z AUTO 00000KT 10SM CLR 03/03 A3024 RMK AO2,M
WYS,2024-07-06 10:55,33.80,33.80,100.00,0.00,0.00,0.00,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.80,KWYS 061055Z AUTO 00000KT 10SM CLR 01/01 A3023 RMK AO2,M
WYS,2024-07-06 11:55,32.00,32.00,100.00,0.00,0.00,0.00,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.00,KWYS 061155Z AUTO 00000KT 10SM CLR 00/00 A3024 RMK AO2,M
WYS,2024-07-06 12:55,37.40,37.40,100.00,0.00,0.00,0.00,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.40,KWYS 061255Z AUTO 00000KT 10SM CLR 03/03 A3023 RMK AO2,M
WYS,2024-07-06 13:55,46.40,37.40,70.68,0.00,0.00,0.00,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,46.40,KWYS 061355Z AUTO 00000KT 10SM CLR 08/03 A3023 RMK AO2,M
WYS,2024-07-06 14:55,53.60,39.20,58.02,0.00,0.00,0.00,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KWYS 061455Z AUTO 00000KT 10SM CLR 12/04 A3023 RMK AO2,M
WYS,2024-07-06 15:55,60.80,39.20,44.76,170.00,4.00,0.00,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,KWYS 061555Z AUTO 17004KT 10SM CLR 16/04 A3021 RMK AO2,M
WYS,2024-07-06 16:55,66.20,33.80,29.92,M,4.00,0.00,30.19,M,10.00,17.00,SCT,SCT,M,M,6500.00,7500.00,M,M,M,M,M,M,M,M,M,66.20,KWYS 061655Z AUTO VRB04G17KT 10SM SCT065 SCT075 19/01 A3019 RMK AO2,M
WYS,2024-07-06 17:55,68.00,32.00,26.15,M,4.00,0.00,30.19,M,10.00,M,FEW,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,68.00,KWYS 061755Z AUTO VRB04KT 10SM FEW075 20/M00 A3019 RMK AO2,M
WYS,2024-07-06 18:55,69.80,32.00,24.59,0.00,0.00,0.00,30.18,M,10.00,14.00,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,69.80,KWYS 061855Z AUTO 00000G14KT 10SM FEW080 21/M00 A3018 RMK AO2,M
WYS,2024-07-06 19:55,69.80,32.00,24.59,270.00,9.00,0.00,30.16,M,10.00,22.00,FEW,FEW,M,M,8000.00,11000.00,M,M,M,M,M,M,M,M,M,69.80,KWYS 061955Z AUTO 27009G22KT 210V290 10SM FEW080 FEW110 21/M00 A3016 RMK AO2,M
WYS,2024-07-06 20:55,69.80,32.00,24.59,270.00,9.00,0.00,30.15,M,10.00,15.00,SCT,BKN,M,M,8500.00,11000.00,M,M,M,M,M,M,M,M,M,69.80,KWYS 062055Z AUTO 27009G15KT 240V310 10SM SCT085 BKN110 21/M00 A3015 RMK AO2,M
WYS,2024-07-06 21:55,69.80,30.20,22.86,290.00,7.00,0.00,30.13,M,10.00,13.00,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,69.80,KWYS 062155Z AUTO 29007G13KT 230V330 10SM FEW120 21/M01 A3013 RMK AO2,M
WYS,2024-07-06 22:55,71.60,32.00,23.13,M,5.00,0.00,30.13,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KWYS 062255Z AUTO VRB05KT 10SM CLR 22/M00 A3013 RMK AO2,M
WYS,2024-07-06 23:55,73.40,26.60,17.46,M,6.00,0.00,30.12,M,10.00,14.00,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,73.40,KWYS 062355Z AUTO VRB06G14KT 10SM FEW120 23/M03 A3012 RMK AO2,M
WYS,2024-07-07 00:55,73.40,24.80,16.20,330.00,12.00,0.00,30.12,M,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KWYS 070055Z AUTO 33012G20KT 10SM CLR 23/M04 A3012 RMK AO2,M
WYS,2024-07-07 01:55,71.60,24.80,17.22,M,5.00,0.00,30.13,M,10.00,10.00,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,71.60,KWYS 070155Z AUTO VRB05G10KT 10SM FEW120 22/M04 A3013 RMK AO2,M
WYS,2024-07-07 02:55,62.60,41.00,45.04,20.00,11.00,0.00,30.16,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KWYS 070255Z AUTO 02011KT 10SM CLR 17/05 A3016 RMK AO2,M
WYS,2024-07-07 03:55,59.00,41.00,51.18,30.00,4.00,0.00,30.19,M,10.00,11.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KWYS 070355Z AUTO 03004G11KT 10SM CLR 15/05 A3019 RMK AO2,M
WYS,2024-07-07 04:55,57.20,41.00,54.60,40.00,4.00,0.00,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KWYS 070455Z AUTO 04004KT 10SM CLR 14/05 A3021 RMK AO2,M
WYS,2024-07-07 05:35,55.40,39.20,54.34,360.00,7.00,0.00,30.21,M,10.00,12.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KWYS 070535Z AUTO 36007G12KT 10SM CLR 13/04 A3021 RMK AO2,M
WYS,2024-07-07 06:55,50.00,39.20,66.27,0.00,0.00,0.00,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,KWYS 070655Z AUTO 00000KT 10SM CLR 10/04 A3023 RMK AO2,M
WYS,2024-07-07 07:55,46.40,39.20,75.84,160.00,3.00,0.00,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.15,KWYS 070755Z AUTO 16003KT 10SM CLR 08/04 A3023 RMK AO2,M
WYS,2024-07-07 08:55,41.00,41.00,100.00,0.00,0.00,0.00,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.00,KWYS 070855Z AUTO 00000KT 10SM CLR 05/05 A3023 RMK AO2,M
WYS,2024-07-07 09:55,39.20,39.20,100.00,0.00,0.00,0.00,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.20,KWYS 070955Z AUTO 00000KT 10SM CLR 04/04 A3023 RMK AO2,M
WYS,2024-07-07 10:55,37.40,37.40,100.00,0.00,0.00,0.00,30.24,M,10.00,M,SCT,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,37.40,KWYS 071055Z AUTO 00000KT 10SM SCT090 03/03 A3024 RMK AO2,M
WYS,2024-07-07 11:55,35.60,35.60,100.00,0.00,0.00,0.00,30.25,M,10.00,M,SCT,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,35.60,KWYS 071155Z AUTO 00000KT 10SM SCT095 02/02 A3025 RMK AO2,M
WYS,2024-07-07 12:55,41.00,41.00,100.00,0.00,0.00,0.00,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.00,KWYS 071255Z AUTO 00000KT 10SM CLR 05/05 A3026 RMK AO2,M
WYS,2024-07-07 13:55,50.00,41.00,71.07,0.00,0.00,0.00,30.28,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,KWYS 071355Z AUTO 00000KT 10SM CLR 10/05 A3028 RMK AO2,M
WYS,2024-07-07 14:55,55.40,41.00,58.27,0.00,0.00,0.00,30.28,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KWYS 071455Z AUTO 00000KT 10SM CLR 13/05 A3028 RMK AO2,M
WYS,2024-07-07 15:55,60.80,37.40,41.71,0.00,0.00,0.00,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,KWYS 071555Z AUTO 00000KT 10SM CLR 16/03 A3027 RMK AO2,M
WYS,2024-07-07 16:55,64.40,35.60,34.22,80.00,11.00,0.00,30.27,M,10.00,M,FEW,FEW,M,M,6000.00,7000.00,M,M,M,M,M,M,M,M,M,64.40,KWYS 071655Z AUTO 08011KT 10SM FEW060 FEW070 18/02 A3027 RMK AO2,M
WYS,2024-07-07 17:55,66.20,32.00,27.83,20.00,6.00,0.00,30.28,M,10.00,17.00,BKN,BKN,M,M,7500.00,8500.00,M,M,M,M,M,M,M,M,M,66.20,KWYS 071755Z AUTO 02006G17KT 10SM BKN075 BKN085 19/00 A3028 RMK AO2,M
WYS,2024-07-07 18:55,68.00,32.00,26.15,M,5.00,0.00,30.28,M,10.00,11.00,FEW,BKN,M,M,7500.00,9000.00,M,M,M,M,M,M,M,M,M,68.00,KWYS 071855Z AUTO VRB05G11KT 10SM FEW075 BKN090 20/00 A3028 RMK AO2,M
WYS,2024-07-07 19:55,69.80,33.80,26.43,0.00,0.00,0.00,30.28,M,10.00,10.00,SCT,BKN,M,M,8000.00,9000.00,M,M,M,M,M,M,M,M,M,69.80,KWYS 071955Z AUTO 00000G10KT 10SM SCT080 BKN090 21/01 A3028 RMK AO2,M
WYS,2024-07-07 20:55,69.80,33.80,26.43,M,4.00,0.00,30.27,M,10.00,M,FEW,BKN,M,M,8000.00,9500.00,M,M,M,M,M,M,M,M,M,69.80,KWYS 072055Z AUTO VRB04KT 10SM FEW080 BKN095 21/01 A3027 RMK AO2,M
WYS,2024-07-07 21:50,73.40,32.00,21.76,M,5.00,0.00,30.26,M,10.00,12.00,BKN,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,73.40,KWYS 072150Z AUTO VRB05G12KT 10SM BKN090 23/M00 A3026 RMK AO2,M
WYS,2024-07-07 22:55,73.40,33.80,23.39,M,3.00,0.00,30.25,M,10.00,15.00,SCT,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,73.40,KWYS 072255Z AUTO VRB03G15KT 10SM SCT085 23/01 A3025 RMK AO2,M
WYS,2024-07-07 23:55,73.40,32.00,21.76,270.00,7.00,0.00,30.24,M,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,73.40,KWYS 072355Z AUTO 27007KT 250V310 10SM FEW090 23/00 A3024 RMK AO2,M
WYS,2024-07-08 00:55,71.60,32.00,23.13,M,4.00,0.00,30.25,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KWYS 080055Z AUTO VRB04KT 10SM CLR 22/M00 A3025 RMK AO2,M
WYS,2024-07-08 01:55,69.80,28.40,21.24,20.00,8.00,0.00,30.25,M,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,69.80,KWYS 080155Z AUTO 02008KT 10SM FEW090 21/M02 A3025 RMK AO2,M
WYS,2024-07-08 02:55,64.40,26.60,23.77,30.00,5.00,0.00,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KWYS 080255Z AUTO 03005KT 10SM CLR 18/M03 A3026 RMK AO2,M
WYS,2024-07-08 03:55,53.60,32.00,43.61,0.00,0.00,0.00,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KWYS 080355Z AUTO 00000KT 10SM CLR 12/00 A3027 RMK AO2,M
WYS,2024-07-08 04:55,48.20,33.80,57.26,0.00,0.00,0.00,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,48.20,KWYS 080455Z AUTO 00000KT 10SM CLR 09/01 A3027 RMK AO2,M
WYS,2024-07-08 05:55,46.40,33.80,61.28,50.00,4.00,0.00,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.24,KWYS 080555Z AUTO 05004KT 10SM CLR 08/01 A3027 RMK AO2,M
WYS,2024-07-08 06:55,42.80,35.60,75.50,0.00,0.00,0.00,30.28,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.80,KWYS 080655Z AUTO 00000KT 10SM CLR 06/02 A3028 RMK AO2,M
WYS,2024-07-08 07:55,41.00,35.60,80.93,0.00,0.00,0.00,30.28,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.00,KWYS 080755Z AUTO 00000KT 10SM CLR 05/02 A3028 RMK AO2,M
WYS,2024-07-08 08:55,39.20,35.60,86.79,0.00,0.00,0.00,30.29,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.20,KWYS 080855Z AUTO 00000KT 10SM CLR 04/02 A3029 RMK AO2,M
WYS,2024-07-08 09:55,35.60,37.40,M,0.00,0.00,0.00,30.29,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KWYS 080955Z AUTO 00000KT 10SM CLR 02/03 A3029 RMK AO2,M
WYS,2024-07-08 10:55,33.80,35.60,M,0.00,0.00,0.00,30.29,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KWYS 081055Z AUTO 00000KT 10SM CLR 01/02 A3029 RMK AO2,M
WYS,2024-07-08 11:55,32.00,32.00,100.00,0.00,0.00,0.00,30.30,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.00,KWYS 081155Z AUTO 00000KT 10SM CLR 00/00 A3030 RMK AO2,M
WYS,2024-07-08 12:55,37.40,37.40,100.00,0.00,0.00,0.00,30.30,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.40,KWYS 081255Z AUTO 00000KT 10SM CLR 03/03 A3030 RMK AO2,M
WYS,2024-07-08 13:55,48.20,37.40,66.05,0.00,0.00,0.00,30.30,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,48.20,KWYS 081355Z AUTO 00000KT 10SM CLR 09/03 A3030 RMK AO2,M
WYS,2024-07-08 14:55,53.60,37.40,54.07,0.00,0.00,0.00,30.29,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KWYS 081455Z AUTO 00000KT 10SM CLR 12/03 A3029 RMK AO2,M
WYS,2024-07-08 15:55,60.80,35.60,38.85,0.00,0.00,0.00,30.28,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,KWYS 081555Z AUTO 00000KT 10SM CLR 16/02 A3028 RMK AO2,M
WYS,2024-07-08 16:55,68.00,39.20,34.80,0.00,0.00,0.00,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KWYS 081655Z AUTO 00000KT 10SM CLR 20/04 A3026 RMK AO2,M
WYS,2024-07-08 17:55,73.40,37.40,26.98,220.00,8.00,0.00,30.24,M,10.00,14.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KWYS 081755Z AUTO 22008G14KT 210V310 10SM CLR 23/03 A3024 RMK AO2,M
WYS,2024-07-08 18:55,77.00,35.60,22.28,220.00,9.00,0.00,30.23,M,10.00,18.00,SCT,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,77.00,KWYS 081855Z AUTO 22009G18KT 180V260 10SM SCT080 25/02 A3023 RMK AO2,M
WYS,2024-07-08 19:55,77.00,35.60,22.28,230.00,10.00,0.00,30.23,M,10.00,18.00,FEW,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,77.00,KWYS 081955Z AUTO 23010G18KT 10SM FEW085 25/02 A3023 RMK AO2,M
WYS,2024-07-08 20:55,77.00,35.60,22.28,240.00,8.00,0.00,30.22,M,10.00,19.00,SCT,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,77.00,KWYS 082055Z AUTO 24008G19KT 210V270 10SM SCT090 25/02 A3022 RMK AO2,M
WYS,2024-07-08 21:55,78.80,35.60,21.00,220.00,11.00,0.00,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,KWYS 082155Z AUTO 22011KT 190V250 10SM CLR 26/02 A3020 RMK AO2,M
WYS,2024-07-08 22:55,78.80,35.60,21.00,M,5.00,0.00,30.20,M,10.00,13.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,KWYS 082255Z AUTO VRB05G13KT 10SM CLR 26/02 A3020 RMK AO2,M
WYS,2024-07-08 23:55,78.80,37.40,22.54,250.00,8.00,0.00,30.19,M,10.00,14.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,KWYS 082355Z AUTO 25008G14KT 10SM CLR 26/03 A3019 RMK AO2,M
WYS,2024-07-09 00:55,78.80,37.40,22.54,220.00,11.00,0.00,30.19,M,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,78.80,KWYS 090055Z AUTO 22011KT 10SM FEW110 26/03 A3019 RMK AO2,M
WYS,2024-07-09 01:55,77.00,37.40,23.93,250.00,7.00,0.00,30.19,M,10.00,M,SCT,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,77.00,KWYS 090155Z AUTO 25007KT 230V290 10SM SCT100 25/03 A3019 RMK AO2,M
WYS,2024-07-09 02:55,71.60,39.20,30.77,220.00,8.00,0.00,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KWYS 090255Z AUTO 22008KT 10SM CLR 22/04 A3020 RMK AO2,M
WYS,2024-07-09 03:55,68.00,39.20,34.80,0.00,0.00,0.00,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KWYS 090355Z AUTO 00000KT 10SM CLR 20/04 A3023 RMK AO2,M
WYS,2024-07-09 04:55,59.00,41.00,51.18,0.00,0.00,0.00,30.25,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KWYS 090455Z AUTO 00000KT 10SM CLR 15/05 A3025 RMK AO2,M
WYS,2024-07-09 05:55,51.80,41.00,66.48,0.00,0.00,0.00,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,KWYS 090555Z AUTO 00000KT 10SM CLR 11/05 A3026 RMK AO2,M
WYS,2024-07-09 06:55,50.00,41.00,71.07,230.00,3.00,0.00,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,KWYS 090655Z AUTO 23003KT 10SM CLR 10/05 A3026 RMK AO2,M
WYS,2024-07-09 07:55,48.20,42.80,81.47,0.00,0.00,0.00,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,48.20,KWYS 090755Z AUTO 00000KT 10SM CLR 09/06 A3026 RMK AO2,M
WYS,2024-07-09 08:55,44.60,42.80,93.35,0.00,0.00,0.00,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.60,KWYS 090855Z AUTO 00000KT 10SM CLR 07/06 A3026 RMK AO2,M
WYS,2024-07-09 09:55,41.00,41.00,100.00,0.00,0.00,0.00,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.00,KWYS 090955Z AUTO 00000KT 10SM CLR 05/05 A3027 RMK AO2,M
WYS,2024-07-09 10:55,41.00,41.00,100.00,0.00,0.00,0.00,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.00,KWYS 091055Z AUTO 00000KT 10SM CLR 05/05 A3027 RMK AO2,M
WYS,2024-07-09 11:55,39.20,39.20,100.00,0.00,0.00,0.00,30.28,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.20,KWYS 091155Z AUTO 00000KT 10SM CLR 04/04 A3028 RMK AO2,M
WYS,2024-07-09 12:55,42.80,42.80,100.00,0.00,0.00,0.00,30.30,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.80,KWYS 091255Z AUTO 00000KT 10SM CLR 06/06 A3030 RMK AO2,M
WYS,2024-07-09 13:55,51.80,42.80,71.26,0.00,0.00,0.00,30.30,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,KWYS 091355Z AUTO 00000KT 10SM CLR 11/06 A3030 RMK AO2,M
WYS,2024-07-09 14:55,59.00,42.80,54.86,0.00,0.00,0.00,30.31,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KWYS 091455Z AUTO 00000KT 10SM CLR 15/06 A3031 RMK AO2,M
WYS,2024-07-09 15:55,66.20,42.80,42.57,0.00,0.00,0.00,30.30,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KWYS 091555Z AUTO 00000KT 10SM CLR 19/06 A3030 RMK AO2,M
WYS,2024-07-09 16:55,73.40,42.80,33.29,0.00,0.00,0.00,30.29,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KWYS 091655Z AUTO 00000KT 10SM CLR 23/06 A3029 RMK AO2,M
WYS,2024-07-09 17:55,77.00,39.20,25.67,0.00,0.00,0.00,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KWYS 091755Z AUTO 00000KT 10SM CLR 25/04 A3027 RMK AO2,M
WYS,2024-07-09 18:50,80.60,35.60,19.79,M,4.00,0.00,30.26,M,10.00,13.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.94,KWYS 091850Z AUTO VRB04G13KT 10SM CLR 27/02 A3026 RMK AO2,M
WYS,2024-07-09 19:55,80.60,35.60,19.79,M,4.00,0.00,30.25,M,10.00,11.00,BKN,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,78.94,KWYS 091955Z AUTO VRB04G11KT 10SM BKN095 27/02 A3025 RMK AO2,M
WYS,2024-07-09 20:55,82.40,33.80,17.38,270.00,6.00,0.00,30.24,M,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.03,KWYS 092055Z AUTO 27006G15KT 10SM CLR 28/01 A3024 RMK AO2,M
WYS,2024-07-09 21:55,80.60,32.00,17.14,0.00,0.00,0.00,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.82,KWYS 092155Z AUTO 00000KT 10SM CLR 27/00 A3024 RMK AO2,M
WYS,2024-07-09 22:55,84.20,30.20,14.18,M,4.00,0.00,30.23,M,10.00,18.00,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,81.26,KWYS 092255Z AUTO VRB04G18KT 10SM FEW120 29/M01 A3023 RMK AO2,M
WYS,2024-07-09 23:55,84.20,35.60,17.61,230.00,11.00,0.00,30.22,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.34,KWYS 092355Z AUTO 23011KT 10SM CLR 29/02 A3022 RMK AO2,M
WYS,2024-07-10 00:55,82.40,35.60,18.67,240.00,10.00,0.00,30.22,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.08,KWYS 100055Z AUTO 24010G16KT 10SM CLR 28/02 A3022 RMK AO2,M
WYS,2024-07-10 01:55,80.60,37.40,21.25,360.00,5.00,0.00,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,79.02,KWYS 100155Z AUTO 36005KT 10SM CLR 27/03 A3023 RMK AO2,M
WYS,2024-07-10 02:55,71.60,42.80,35.37,0.00,0.00,0.00,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KWYS 100255Z AUTO 00000KT 10SM CLR 22/06 A3024 RMK AO2,M
WYS,2024-07-10 03:55,62.60,42.80,48.28,0.00,0.00,0.00,30.25,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KWYS 100355Z AUTO 00000KT 10SM CLR 17/06 A3025 RMK AO2,M
WYS,2024-07-10 04:55,59.00,44.60,58.77,0.00,0.00,0.00,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KWYS 100455Z AUTO 00000KT 10SM CLR 15/07 A3026 RMK AO2,M
WYS,2024-07-10 05:55,55.40,44.60,66.91,0.00,0.00,0.00,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KWYS 100555Z AUTO 00000KT 10SM CLR 13/07 A3027 RMK AO2,M
WYS,2024-07-10 06:55,55.40,44.60,66.91,0.00,0.00,0.00,30.28,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,55.40,KWYS 100655Z AUTO 00000KT 10SM FEW120 13/07 A3028 RMK AO2,M
WYS,2024-07-10 07:55,51.80,44.60,76.34,0.00,0.00,0.00,30.28,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,51.80,KWYS 100755Z AUTO 00000KT 10SM FEW120 11/07 A3028 RMK AO2,M
WYS,2024-07-10 08:55,48.20,46.40,93.45,0.00,0.00,0.00,30.28,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,48.20,KWYS 100855Z AUTO 00000KT 10SM CLR 09/08 A3028 RMK AO2,M
WYS,2024-07-10 09:55,46.40,46.40,100.00,0.00,0.00,0.00,30.28,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,46.40,KWYS 100955Z AUTO 00000KT 10SM CLR 08/08 A3028 RMK AO2,M
